,county,case_id,state,areaname,median_family_income,total_cost,index
1070,McDonough,656,IL,"McDonough County, IL",72367.6171875,67720.17192000001,0.41097786128133584
1071,McDowell,1973,NC,"McDowell County, NC",44228.4765625,71639.05152000001,0.09995026369528634
1072,McDuffie,487,GA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",51935.8359375,61463.72772,0.256828932857531
1073,McHenry,657,IL,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",95714.05078125,79711.92954000001,0.502044572033083
1074,McIntosh,488,GA,"Brunswick, GA MSA",62856.473958333336,68216.10592,0.30952162690255935
1075,McKean,2313,PA,"McKean County, PA",64212.56640625,64090.9248,0.3649839829956934
1076,McKenzie,2044,ND,"McKenzie County, ND",89614.1875,75038.71284000001,0.4975574890481791
1077,McKinley,1840,NM,"McKinley County, NM",40496.9921875,62525.68488,0.12083920565647764
1078,McLean,658,IL,"Bloomington, IL  HUD Metro FMR Area",81859.94270833333,68120.17344,0.5026990851840144
1079,McLennan,2707,TX,"Waco, TX HUD Metro FMR Area",64409.71875,65655.02952,0.3506022449024236
1080,McLeod,1378,MN,"McLeod County, MN",82053.671875,66047.9094,0.530708363305659
1081,McMinn,2511,TN,"McMinn County, TN",56400.47265625,61643.8476,0.30504780268304377
1082,McMullen,2708,TX,"McMullen County, TX",67513.8125,63913.276679999995,0.4025051285997558
1083,McNairy,2512,TN,"McNairy County, TN",51199.6015625,59140.871640000005,0.2711237334430536
1084,McPherson,951,KS,"McPherson County, KS",71772.05989583333,72105.64724,0.3604870200889357
1085,Meade,954,KS,"Meade County, KS",74510.94791666667,71311.3802,0.3946012682693563
1086,Meagher,1650,MT,"Meagher County, MT",54336.5546875,73145.82347999999,0.1864339609190315
1087,Mecklenburg,1977,NC,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",72662.31640625,74075.4102,0.3505271585819588
1088,Mecosta,1306,MI,"Mecosta County, MI",60605.328125,62262.64128,0.34532897291271514
1089,Medina,2122,OH,"Cleveland-Elyria, OH MSA",89014.5234375,68897.29296,0.5649322872432511
1090,Meeker,1382,MN,"Meeker County, MN",80453.875,66577.85604,0.5073301995958516
1091,Meigs,2123,OH,"Meigs County, OH",57136.193359375,63087.03714000001,0.2986594927758351
1092,Mellette,2438,SD,"Mellette County, SD",42499.3046875,74402.00892000001,0.06812870073453661
1093,Menard,666,IL,"Menard County, TX",74356.068359375,68654.81538,0.42091362833197404
1094,Mendocino,209,CA,"Mendocino County, CA",65311.26953125,85930.1586,0.19828798189772548
1095,Menifee,1082,KY,"Menifee County, KY",51848.5546875,61707.69588,0.2535513814011263
1096,Menominee,1307,MI,"Menominee County, MI",52531.908203125,70461.67926,0.18828547875388976
1097,Merced,210,CA,"Merced, CA MSA",60450.27734375,76237.20096,0.2209460730166371
1098,Mercer,667,IL,"Davenport-Moline-Rock Island, IA-IL MSA",77094.74169921875,68692.27584,0.4479865004919398
1099,Meriwether,492,GA,"Meriwether County, GA HUD Metro FMR Area",49038.1328125,68148.948,0.1703882307728753
1100,Merrick,1737,NE,"Merrick County, NE HUD Metro FMR Area",72250.5625,80039.66016,0.2966000104683933
1101,Merrimack,1795,NH,"Merrimack County, NH",95265.84375,76343.52012,0.5345144531800178
1102,Mesa,284,CO,"Grand Junction, CO MSA",71167.2578125,76988.35356,0.3115606974872679
1103,Metcalfe,1084,KY,"Metcalfe County, KY",45157.75390625,61235.349,0.18270739529315563
1104,Miami,755,IN,"Dayton, OH MSA",77107.44921875,69925.76792,0.43446593287607116
1105,Miami-Dade,369,FL,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",59423.44921875,84609.1512,0.15850262012096836
1106,Middlesex,314,CT,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area | Lowell, MA HUD Metro FMR Area |  |",106163.80078125,95839.90284,0.437923188373525
1107,Midland,1308,MI,"Midland, MI MSA",88054.44140625,75508.64052,0.4781969207885381
1108,Mifflin,2315,PA,"Mifflin County, PA",60027.22265625,67227.23904,0.28985613199742816
1109,Milam,2718,TX,"Milam County, TX",61966.8984375,62290.9488,0.3600901179201124
1110,Millard,2820,UT,"Millard County, UT",69964.84375,74001.93552,0.3260739304840416
1111,Mille Lacs,1383,MN,"Mille Lacs County, MN HUD Metro FMR Area",66148.1328125,79334.05584,0.24911533939020686
1112,Miller,157,AR,"Miller County, GA",59154.421875,65090.90124000001,0.3008131681814941
1113,Mills,860,IA,"Mills County, TX",77762.5625,67410.54822,0.4695233603891689
1114,Milwaukee,3117,WI,"Milwaukee-Waukesha-West Allis, WI MSA",66745.75,72420.59556,0.3096655932641363
1115,Miner,2439,SD,"Miner County, SD",68770.6484375,68670.29052000001,0.36468311513229595
1116,Mineral,285,CO,"Cumberland, MD-WV MSA",59026.5810546875,75757.90803,0.211450694868187
1117,Mingo,3051,WV,"Mingo County, WV",45171.10546875,78491.0424,0.07108009987143678
1118,Minidoka,591,ID,"Minidoka County, ID",58761.1484375,65914.64976,0.28887252862307705
1119,Minnehaha,2440,SD,"Sioux Falls, SD MSA",82364.796875,68602.35108000001,0.5019497833144907
1120,Missaukee,1309,MI,"Missaukee County, MI",56389.1796875,67198.11036,0.2528069498306382
1121,Mississippi,158,AR,"Mississippi County, AR",45628.04296875,60897.35244,0.19085148101881022
1122,Missoula,1652,MT,"Missoula, MT MSA",75618.546875,79366.86732,0.3311235229261375
1123,Mitchell,494,GA,"Mitchell County, GA",62938.68671875,63581.403912,0.3567083502038383
1124,Mobile,49,AL,"Mobile, AL MSA",62409.4609375,71947.37988,0.2723018246840185
1125,Modoc,211,CA,"Modoc County, CA",58742.6640625,73146.29532,0.2279496499533264
1126,Moffat,286,CO,"Moffat County, CO",73597.7578125,68577.85548,0.41412975363350213
1127,Mohave,105,AZ,"Lake Havasu City-Kingman, AZ MSA",55873.7109375,78219.04584,0.1667701300295351
1128,Moniteau,1573,MO,"Moniteau County, MO HUD Metro FMR Area",72617.140625,68118.06864,0.40920022294962405
1129,Monmouth,1814,NJ,"Monmouth-Ocean, NJ HUD Metro FMR Area",128125.296875,96851.86140000001,0.5862380361369279
1130,Mono,212,CA,"Mono County, CA",73730.21875,87315.5814,0.2564341816712903
1131,Monona,862,IA,"Monona County, IA",68198.703125,64580.47128,0.40229284250484415
1132,Monongalia,3052,WV,"Morgantown, WV MSA",81618.296875,84498.88752,0.34017868891565006
1133,Monroe,50,AL,"Bloomington, IN HUD Metro FMR Area",69258.0877757353,71193.28496470589,0.344940091484042
1134,Montague,2721,TX,"Montague County, TX",63473.25390625,64601.79528,0.35163495779496656
1135,Montcalm,1311,MI,"Montcalm County, MI HUD Metro FMR Area",58634.84765625,68246.83764,0.2665991788736953
1136,Monterey,213,CA,"Salinas, CA MSA",79007.078125,109496.17967999999,0.17175169328098758
1137,Montezuma,287,CO,"Montezuma County, CO",59350.546875,68480.81868,0.2717793704581562
1138,Montgomery,51,AL,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",71203.31206597222,70385.45856,0.37168476283483864
1139,Montmorency,1312,MI,"Montmorency County, MI",51604.16796875,66106.92480000001,0.21246337436978985
1140,Montour,2318,PA,"Montour County, PA HUD Metro FMR Area",79296.640625,74458.63956,0.40846101832729714
1141,Montrose,288,CO,"Montrose County, CO",64660.26171875,70902.5778,0.3029927203962661
1142,Moody,2441,SD,"Moody County, SD",79100.515625,68234.9058,0.47343258047936115
1143,Moore,1980,NC,"Moore County, NC",70075.39973958333,65472.85644,0.4121287729540579
1144,Mora,1841,NM,"Mora County, NM",39122.07421875,70975.43424,0.05433937834448731
1145,Morehouse Parish,1153,LA,"Morehouse Parish, LA",43686.3125,64646.36748,0.14019914721319623
1146,Morgan,52,AL,"Decatur, AL MSA",65143.6171875,69354.01170545456,0.321831616706815
1147,Morrill,1738,NE,"Morrill County, NE",62435.1328125,80318.83572,0.21020565206815123
1148,Morris,958,KS,"Morris County, KS",90971.99609375,78105.6988,0.4772173216007462
1149,Morrison,1384,MN,"Morrison County, MN",72479.546875,62714.09939999999,0.471003249238649
1150,Morrow,2129,OH,"Columbus, OH HUD Metro FMR Area",67460.41796875,73514.07714,0.30691724373862705
1151,Morton,959,KS,"Bismarck, ND HUD Metro FMR Area",77369.2890625,74798.6823,0.3873636424784522
1152,Motley,2725,TX,"Motley County, TX",64889.24609375,61692.74508,0.39938865556153974
1153,Moultrie,671,IL,"Moultrie County, IL",73574.140625,69166.40531999999,0.40760002761046193
1154,Mountrail,2048,ND,"Mountrail County, ND",88253.6484375,65826.42516,0.5985087815987147
1155,Mower,1385,MN,"Mower County, MN",72581.1953125,66815.07144,0.4231588694525057
1156,Muhlenberg,1088,KY,"Muhlenberg County, KY",57218.85546875,60072.877799999995,0.33092945525679857
1157,Multnomah,2261,OR,"Portland-Vancouver-Hillsboro, OR-WA MSA",89302.03125,96937.56072,0.3093844107055244
1158,Murray,498,GA,"Murray County, GA HUD Metro FMR Area",66530.11197916667,66832.76116000001,0.3605545082362629
1159,Muscatine,865,IA,"Muscatine County, IA",73474.5390625,66459.56616,0.43642904012701234
1160,Muscogee,499,GA,"Columbus, GA-AL MSA",61685.546875,66898.05960000001,0.3099704573166579
1161,Muskegon,1313,MI,"Muskegon, MI MSA",62467.98828125,67131.36480000001,0.31579527619875114
1162,Muskingum,2130,OH,"Muskingum County, OH",62189.71875,62605.126560000004,0.359102297737828
1163,Muskogee,2209,OK,"Muskogee County, OK",56736.24609375,67749.04848,0.2516344020364199
1164,Musselshell,1653,MT,"Musselshell County, MT",53801.578125,73425.29508,0.17946315479673694
1165,Nacogdoches,2726,TX,"Nacogdoches County, TX",59785.91796875,63434.65692,0.3240297347966732
1166,Nance,1739,NE,"Nance County, NE",64604.8125,72897.9852,0.2852626209096727
1167,Nantucket,1243,MA,"Nantucket County, MA",125738.953125,113470.96584,0.4381957251534642
1168,Napa,214,CA,"Napa, CA MSA",104746.5234375,112511.79576000001,0.3161047735495646
1169,Nash,1981,NC,"Rocky Mount, NC MSA",65243.5,66520.08756,0.35044817869132544
1170,Nassau,371,FL,"Jacksonville, FL HUD Metro FMR Area",111572.3515625,101027.81580000001,0.4356157851904533
1171,Natchitoches Parish,1154,LA,"Natchitoches Parish, LA",49921.203125,66189.39816000001,0.19426745214458113
1172,Natrona,3161,WY,"Casper, WY MSA",79533.8359375,82881.04332,0.33583951218641267
1173,Navajo,106,AZ,"Navajo County, AZ",50256.97265625,74406.16416,0.13996984428324136
1174,Navarro,2727,TX,"Navarro County, TX",59408.046875,62018.116319999994,0.33466782607195383
1175,Nelson,1089,KY,"Charlottesville, VA HUD Metro FMR Area",78476.89322916667,68730.3494,0.4614188612600812
1176,Nemaha,960,KS,"Nemaha County, KS",78659.49609375,69185.32194,0.45806259629289114
1177,Neosho,961,KS,"Neosho County, KS",60482.109375,63740.916359999996,0.3284367466523989
1178,Neshoba,1472,MS,"Neshoba County, MS",49441.67578125,59404.12956000001,0.24808226234508707
1179,Ness,962,KS,"Ness County, KS",65184.97265625,65716.236,0.35810366974767577
1180,Nevada,161,AR,"Nevada County, AR",67273.01953125,79893.19440000001,0.2547979692322299
1181,New Castle,324,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",94024.40625,85457.84664,0.4327694823347726
1182,New Hanover,1982,NC,"Wilmington, NC HUD Metro FMR Area",78794.5234375,80082.36491999999,0.3525914687515703
1183,New Haven,316,CT,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area | New Haven-Meriden, CT HUD Metro FMR Area | Waterbury, CT HUD Metro FMR Area |",92875.390625,88957.6746,0.3940310176321514
1184,New Kent,2911,VA,"Richmond, VA MSA",99881.421875,79911.56256,0.5359218362100038
1185,New London,319,CT,"Norwich-New London, CT HUD Metro FMR Area | Colchester-Lebanon, CT HUD Metro FMR Area |  |",93953.5546875,87516.21912,0.41437503871158266
1186,New Madrid,1577,MO,"New Madrid County, MO",48116.04296875,64419.64055999999,0.18923461878511005
1187,New York,1886,NY,"New York, NY HUD Metro FMR Area",112986.8046875,137874.70452,0.2392565649162763
1188,Newaygo,1314,MI,"Newaygo County, MI",60555.01171875,64382.98188,0.3226949134766778
1189,Newberry,2381,SC,"Newberry County, SC",60022.08984375,60246.144479999995,0.3611124433694153
1190,Newport,2341,RI,"Providence-Fall River, RI-MA HUD Metro FMR Area | Newport-Middleton-Portsmouth, RI HUD Metro FMR Area |  |",106276.4921875,94907.3442,0.4462438341896898
1191,Newport News city,2967,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",66614.3125,77033.11308000001,0.27045256888861274
1192,Newton,162,AR,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",57782.069010416664,65202.166059999996,0.28523690994548445
1193,Nez Perce,592,ID,"Lewiston, ID-WA MSA",75763.3359375,70091.87652,0.41944712728018363
1194,Niagara,1887,NY,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",76247.9921875,75788.07828,0.3678585239742652
1195,Nicholas,1090,KY,"Nicholas County, KY",50170.20703125,68272.60626,0.18091900855664392
1196,Nicollet,1387,MN,"Mankato-North Mankato, MN MSA",86135.3046875,84883.40388,0.37384134973285027
1197,Niobrara,3162,WY,"Niobrara County, WY",46635.359375,80748.20963999999,0.07249081832219219
1198,Noble,760,IN,"Noble County, IN",65250.34375,67045.41592,0.34522153491710267
1199,Nobles,1388,MN,"Nobles County, MN",68443.09375,64579.24776,0.40491504029187525
1200,Nodaway,1579,MO,"Nodaway County, MO",64310.11328125,66600.73416,0.33996980910539953
1201,Nolan,2729,TX,"Nolan County, TX",59261.2109375,61262.29836,0.34116159097047105
1202,Nome Census Area,85,AK,"Nome Census Area, AK",61156.734375,93220.15464,0.12660181756459105
1203,Norfolk,1244,MA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area | Brockton, MA HUD Metro FMR Area |  |",132538.59375,126195.66563999999,0.39831989135829593
1204,Norfolk city,2968,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",63679.64453125,77374.08791999999,0.24168341720935224
1205,Norman,1389,MN,"Norman County, MN",72255.6953125,65625.71388,0.433309923686825
1206,North Slope Borough,86,AK,"North Slope Borough, AK",85656.8046875,88079.84352,0.34471451490371097
1207,Northampton,1983,NC,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",64535.674479166664,74324.61752,0.27289646566505177
1208,Northumberland,2320,PA,"Northumberland County, PA",69153.65234375,69183.00468,0.3633833635837799
1209,Northwest Arctic Borough,87,AK,"Northwest Arctic Borough, AK",60250.046875,87789.30804,0.1474564656724644
1210,Norton,963,KS,"Norton County, KS",68904.1328125,65959.62552,0.3944451465397432
1211,Norton city,2969,VA,"Wise County-Norton city, VA HUD Nonmetro FMR Area",46095.24609375,62908.17324,0.17946286365773093
1212,Nottoway,2914,VA,"Nottoway County, VA",58330.90625,67638.05328,0.2688319117836382
1213,Nowata,2211,OK,"Nowata County, OK",53953.546875,70038.91824,0.2053777621814167
1214,Noxubee,1474,MS,"Noxubee County, MS",48085.23828125,60331.67892,0.22376593387375712
1215,Nuckolls,1741,NE,"Nuckolls County, NE",62348.87890625,74198.23068000001,0.25360175752886777
1216,Nueces,2730,TX,"Corpus Christi, TX HUD Metro FMR Area",70002.8359375,69446.24424,0.36920002796637874
1217,Nye,1781,NV,"Nye County, NV",58187.15234375,65526.69155999999,0.28647275460342225
1218,O'Brien,866,IA,"O'Brien County, IA",74302.15625,64521.12048,0.46816389121908425
1219,Oakland,1315,MI,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",105708.6640625,79596.8724,0.5897882753362851
1220,Obion,2523,TN,"Obion County, TN",52568.359375,58531.697640000006,0.2934523432260077
1221,Ocean,1816,NJ,"Monmouth-Ocean, NJ HUD Metro FMR Area",92438.984375,98270.47728,0.3227741734970918
1222,Oceana,1316,MI,"Oceana County, MI",58234.38671875,66049.62732,0.28211981107069073
1223,Ochiltree,2731,TX,"Ochiltree County, TX",62225.66015625,61566.274560000005,0.37105790589612164
1224,Oconee,501,GA,"Athens-Clarke County, GA MSA",86442.32421875,65756.7,0.5805023583536175
1225,Oconto,3119,WI,"Oconto County, WI HUD Metro FMR Area",74126.5703125,71342.69567999999,0.3905715694087876
1226,Ogemaw,1317,MI,"Ogemaw County, MI",51161.609375,64189.806599999996,0.22378082091866275
1227,Oglala Lakota,2442,SD,Oglala Lakota County,34518.8125,70724.88444000001,0.010823438421863445
1228,Ogle,672,IL,"Ogle County, IL",76971.90625,69982.16352,0.4325184642276252
1229,Oglethorpe,502,GA,"Athens-Clarke County, GA MSA",61187.5390625,65147.56824000001,0.3217786899062038
1230,Ohio,761,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",67132.17578125,69169.70992,0.34337220866335594
1231,Okaloosa,372,FL,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",78856.1328125,76581.05004,0.38415248664845053
1232,Okanogan,3006,WA,"Okanogan County, WA",56133.5,67028.77836,0.25163894766335576
1233,Okeechobee,373,FL,"Okeechobee County, FL",49806.19921875,63437.93652,0.21556523792506352
1234,Okfuskee,2212,OK,"Okfuskee County, OK",47424.98828125,72158.34276,0.1274211646170463
1235,Oklahoma,2213,OK,"Oklahoma City, OK HUD Metro FMR Area",70635.3671875,73135.65408,0.34011203898077297
1236,Okmulgee,2214,OK,"Okmulgee County, OK HUD Metro FMR Area",54947.515625,68769.9222,0.22513777222549933
1237,Oktibbeha,1475,MS,"Oktibbeha County, MS",67771.546875,63104.4648,0.41465220295724986
1238,Oldham,1092,KY,"Louisville, KY-IN HUD Metro FMR Area",96256.7265625,74828.60178,0.5610545487170452
1239,Oliver,2050,ND,"Oliver County, ND HUD Metro FMR Area",89633.6953125,83880.69264,0.4109491524917376
1240,Olmsted,1390,MN,"Rochester, MN HUD Metro FMR Area",99777.7109375,87077.30916,0.4642059449401508
1241,Oneida,593,ID,"Oneida County, ID",70135.64322916667,72715.24336,0.33922399962240846
1242,Onondaga,1889,NY,"Syracuse, NY MSA",83348.5,81556.1226,0.37882384779863926
1243,Onslow,1984,NC,"Jacksonville, NC MSA",58307.2890625,73489.25352,0.22128300832408737
1244,Ontario,1890,NY,"Rochester, NY HUD Metro FMR Area",85477.109375,84462.45876,0.3719559177188624
1245,Ontonagon,1318,MI,"Ontonagon County, MI",55544.1015625,71013.50028000001,0.21352889534009092
1246,Orange,216,CA,"Beaumont-Port Arthur, TX HUD Metro FMR Area",84948.03515625,83316.864345,0.377170097856064
1247,Orangeburg,2383,SC,"Orangeburg County, SC",49882.18359375,54431.02488,0.3060737213551845
1248,Oregon,1580,MO,"Oregon County, MO",42513.6796875,66149.98127999999,0.11739323747272315
1249,Orleans,1892,NY,"Orleans County, VT",62022.34765625,74775.38706000001,0.24612139600286306
1250,Orleans Parish,1155,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",62954.703125,74320.90344,0.2582642501398653
1251,Osage,964,KS,"Jefferson City, MO HUD Metro FMR Area",68197.33854166667,69621.35888,0.34957779540574546
1252,Osborne,965,KS,"Osborne County, KS",72144.796875,68898.29196,0.39615396108148515
1253,Osceola,375,FL,"Orlando-Kissimmee-Sanford, FL MSA",61381.94921875,68424.80188,0.29273126711940817
1254,Oscoda,1320,MI,"Oscoda County, MI",50802.21875,65885.8842,0.20587893084595207
1255,Oswego,1893,NY,"Syracuse, NY MSA",69073.5625,77142.50904,0.29158049939605146
1256,Otero,290,CO,"Otero County, CO",54738.04296875,65606.13395999999,0.24949510244277742
1257,Otoe,1742,NE,"Otoe County, NE",78870.5078125,70671.99876,0.4436355360328364
1258,Otsego,1321,MI,"Otsego County, MI",68004.634765625,71525.35668,0.3297480085395638
1259,Ottawa,966,KS,"Holland-Grand Haven, MI HUD Metro FMR Area",72155.5771484375,68381.40486,0.40171816697259194
1260,Otter Tail,1391,MN,"Otter Tail County, MN",75377.25,62382.33432,0.5072563777433776
1261,Ouachita,163,AR,"Ouachita County, AR",49738.42578125,58928.985360000006,0.2561786712389363
1262,Ouachita Parish,1156,LA,"Monroe, LA MSA",54595.3125,67831.41432000001,0.2291786450457537
1263,Ouray,291,CO,"Ouray County, CO",81192.1640625,84541.74024,0.3363670020850566
1264,Outagamie,3121,WI,"Appleton, WI MSA",84400.9921875,72803.7228,0.4734716708496847
1265,Overton,2524,TN,"Overton County, TN",54550.1328125,61337.85264,0.28740132657704914
1266,Owen,763,IN,"Owen County, IN HUD Metro FMR Area",64771.16015625,68528.9205,0.32588038805837016
1267,Owsley,1094,KY,"Owsley County, KY",41319.48046875,60898.63548,0.14207554791474372
1268,Owyhee,594,ID,"Boise City, ID HUD Metro FMR Area",53424.73046875,68076.32268000001,0.21533090536189078
1269,Oxford,1193,ME,"Oxford County, ME",62239.0078125,68416.18584,0.3014436019161369
1270,Ozark,1582,MO,"Ozark County, MO",42182.015625,65485.80168,0.11839519851433024
1271,Ozaukee,3122,WI,"Milwaukee-Waukesha-West Allis, WI MSA",106687.2265625,79370.50992000001,0.6008968278245063
1272,Pacific,3007,WA,"Pacific County, WA",63035.82421875,77055.33108,0.2382710697935352
